,,CH1,CH2,CH3,CH4,,GateV,Vf,If
1865,7.30E-07,6015,7040,-3,-1148,,0.93984375,1.1,-0.0007175
1866,7.32E-07,6530,6651,-257,-771,,1.0203125,1.03921875,-0.000481875
1867,7.34E-07,6656,6656,-128,-1150,,1.04,1.04,-0.00071875
1868,7.36E-07,6536,6911,0,-384,,1.02125,1.07984375,-0.00024
1869,7.38E-07,6016,6912,-1,-1019,,0.94,1.08,-0.000636875
1870,7.40E-07,6660,6145,256,-767,,1.040625,0.96015625,-0.000479375
1871,7.42E-07,6261,7043,126,-638,,0.97828125,1.10046875,-0.00039875
1872,7.44E-07,6272,6909,128,-385,,0.98,1.07953125,-0.000240625
1873,7.46E-07,6279,6912,129,-898,,0.98109375,1.08,-0.00056125
1874,7.48E-07,6521,6656,255,-896,,1.01890625,1.04,-0.00056
1875,7.50E-07,5887,6909,0,-1025,,0.91984375,1.07953125,-0.000640625
1876,7.52E-07,6389,6783,255,-640,,0.99828125,1.05984375,-0.0004
1877,7.54E-07,6280,6781,127,-640,,0.98125,1.05953125,-0.0004
1878,7.56E-07,5886,6529,0,-640,,0.9196875,1.02015625,-0.0004
1879,7.58E-07,6525,7042,-1,-1024,,1.01953125,1.1003125,-0.00064
1880,7.60E-07,6151,7168,-256,-896,,0.96109375,1.12,-0.00056
1881,7.62E-07,6012,6914,-259,-1152,,0.939375,1.0803125,-0.00072
1882,7.64E-07,6272,6660,388,-909,,0.98,1.040625,-0.000568125
1883,7.66E-07,6016,6527,-383,-637,,0.94,1.01984375,-0.000398125
1884,7.68E-07,6272,6782,256,-1278,,0.98,1.0596875,-0.00079875
1885,7.70E-07,6013,6911,-128,-1151,,0.93953125,1.07984375,-0.000719375
1886,7.72E-07,6144,6912,127,-1537,,0.96,1.08,-0.000960625
1887,7.74E-07,6407,7037,126,-898,,1.00109375,1.09953125,-0.00056125
1888,7.76E-07,7040,7052,511,-907,,1.1,1.101875,-0.000566875
1889,7.78E-07,5910,6526,257,-380,,0.9234375,1.0196875,-0.0002375
1890,7.80E-07,6009,7294,384,-1150,,0.93890625,1.1396875,-0.00071875
1891,7.82E-07,6393,7040,0,-768,,0.99890625,1.1,-0.00048
1892,7.84E-07,6531,6657,-255,-1152,,1.02046875,1.04015625,-0.00072
1893,7.86E-07,5633,6651,255,-769,,0.88015625,1.03921875,-0.000480625
1894,7.88E-07,6381,7166,-1,-908,,0.99703125,1.1196875,-0.0005675
1895,7.90E-07,6293,6797,384,-126,,0.98328125,1.06203125,-0.00007875
1896,7.92E-07,5887,6656,-127,-1024,,0.91984375,1.04,-0.00064
1897,7.94E-07,6024,6785,0,-769,,0.94125,1.06015625,-0.000480625
1898,7.96E-07,6399,7041,128,-896,,0.99984375,1.10015625,-0.00056
1899,7.98E-07,6143,7169,255,-127,,0.95984375,1.12015625,-0.000079375
1900,8.00E-07,6529,7168,0,-768,,1.02015625,1.12,-0.00048
1901,8.02E-07,6528,6660,-128,-510,,1.02,1.040625,-0.00031875
1902,8.04E-07,6409,6654,-2,-1407,,1.00140625,1.0396875,-0.000879375
1903,8.06E-07,6017,6784,384,-768,,0.94015625,1.06,-0.00048
1904,8.08E-07,6144,7039,255,-256,,0.96,1.09984375,-0.00016
1905,8.10E-07,6016,6657,255,-772,,0.94,1.04015625,-0.0004825
1906,8.12E-07,6143,7296,0,-769,,0.95984375,1.14,-0.000480625
1907,8.14E-07,6019,6913,509,-898,,0.94046875,1.08015625,-0.00056125
1908,8.16E-07,6010,6906,137,-637,,0.9390625,1.0790625,-0.000398125
1909,8.18E-07,6401,7296,-256,-1025,,1.00015625,1.14,-0.000640625
1910,8.20E-07,6263,6912,128,-516,,0.97859375,1.08,-0.0003225
1911,8.22E-07,5760,7040,-514,-899,,0.9,1.1,-0.000561875
1912,8.24E-07,6283,7040,131,-1280,,0.98171875,1.1,-0.0008
1913,8.26E-07,6525,7166,256,-257,,1.01953125,1.1196875,-0.000160625
1914,8.28E-07,6271,7422,-128,-1018,,0.97984375,1.1596875,-0.00063625
1915,8.30E-07,6394,7049,129,-641,,0.9990625,1.10140625,-0.000400625
1916,8.32E-07,6400,6272,-257,-1150,,1,0.98,-0.00071875
1917,8.34E-07,6400,7174,256,-769,,1,1.1209375,-0.000480625
1918,8.36E-07,6400,7166,257,-896,,1,1.1196875,-0.00056
1919,8.38E-07,6398,6656,-130,-642,,0.9996875,1.04,-0.00040125
1920,8.40E-07,6405,7040,256,-383,,1.00078125,1.1,-0.000239375
1921,8.42E-07,6146,6526,-251,-1022,,0.9603125,1.0196875,-0.00063875
1922,8.44E-07,6402,7167,0,-1024,,1.0003125,1.11984375,-0.00064
1923,8.46E-07,6656,6784,512,-1408,,1.04,1.06,-0.00088
1924,8.48E-07,6394,6912,381,-1023,,0.9990625,1.08,-0.000639375
1925,8.50E-07,6147,6655,-129,-1023,,0.96046875,1.03984375,-0.000639375
1926,8.52E-07,6402,6658,128,-641,,1.0003125,1.0403125,-0.000400625
1927,8.54E-07,6272,7299,386,-1280,,0.98,1.14046875,-0.0008
1928,8.56E-07,6399,6402,-127,-516,,0.99984375,1.0003125,-0.0003225
1929,8.58E-07,6146,7296,0,-1019,,0.9603125,1.14,-0.000636875
1930,8.60E-07,6267,7167,-259,-1025,,0.97921875,1.11984375,-0.000640625
1931,8.62E-07,6658,7167,-126,-896,,1.0403125,1.11984375,-0.00056
1932,8.64E-07,6144,6912,385,-767,,0.96,1.08,-0.000479375
1933,8.66E-07,6521,7296,128,-1152,,1.01890625,1.14,-0.00072
1934,8.68E-07,6538,6919,385,-771,,1.0215625,1.08109375,-0.000481875
1935,8.70E-07,6144,6911,-254,-1018,,0.96,1.07984375,-0.00063625
1936,8.72E-07,6275,7167,-128,-1152,,0.98046875,1.11984375,-0.00072
1937,8.74E-07,6265,6784,256,-384,,0.97890625,1.06,-0.00024
1938,8.76E-07,5887,7168,127,-393,,0.91984375,1.12,-0.000245625
1939,8.78E-07,6278,6912,128,-897,,0.9809375,1.08,-0.000560625
1940,8.80E-07,6523,7295,128,-513,,1.01921875,1.13984375,-0.000320625
1941,8.82E-07,6016,7043,-5,-1151,,0.94,1.10046875,-0.000719375
1942,8.84E-07,6525,7041,640,-896,,1.01953125,1.10015625,-0.00056
1943,8.86E-07,6273,6784,-4,-639,,0.98015625,1.06,-0.000399375
1944,8.88E-07,6528,7167,-258,-640,,1.02,1.11984375,-0.0004
1945,8.90E-07,6400,6657,-383,-1024,,1,1.04015625,-0.00064
1946,8.92E-07,6786,7424,128,-1280,,1.0603125,1.16,-0.0008
1947,8.94E-07,5891,6785,-383,-646,,0.92046875,1.06015625,-0.00040375
1948,8.96E-07,6015,7169,123,-507,,0.93984375,1.12015625,-0.000316875
1949,8.98E-07,6142,6528,-127,-1020,,0.9596875,1.02,-0.0006375
1950,9.00E-07,6149,7042,-127,-1153,,0.96078125,1.1003125,-0.000720625
1951,9.02E-07,6655,7168,257,-765,,1.03984375,1.12,-0.000478125
1952,9.04E-07,6141,7041,127,-1281,,0.95953125,1.10015625,-0.000800625
1953,9.06E-07,6400,6909,1,-517,,1,1.07953125,-0.000323125
1954,9.08E-07,6272,7177,-125,-767,,0.98,1.12140625,-0.000479375
1955,9.10E-07,6658,6656,-386,-512,,1.0403125,1.04,-0.00032
1956,9.12E-07,6271,7429,253,-1283,,0.97984375,1.16078125,-0.000801875
1957,9.14E-07,6781,7033,382,-1152,,1.05953125,1.09890625,-0.00072
1958,9.16E-07,6280,6655,-130,-1277,,0.98125,1.03984375,-0.000798125
1959,9.18E-07,5889,6914,0,-383,,0.92015625,1.0803125,-0.000239375
1960,9.20E-07,5757,7297,-129,-896,,0.89953125,1.14015625,-0.00056
1961,9.22E-07,6135,6655,128,-509,,0.95859375,1.03984375,-0.000318125
1962,9.24E-07,6275,7296,128,-1668,,0.98046875,1.14,-0.0010425
1963,9.26E-07,6657,7296,510,-1534,,1.04015625,1.14,-0.00095875
1964,9.28E-07,6521,7296,-258,-1149,,1.01890625,1.14,-0.000718125
1965,9.30E-07,6275,7170,129,-639,,0.98046875,1.1203125,-0.000399375
1966,9.32E-07,6789,6785,-3,-895,,1.06078125,1.06015625,-0.000559375
1967,9.34E-07,6519,6911,769,-897,,1.01859375,1.07984375,-0.000560625
1968,9.36E-07,5881,6784,-121,-1273,,0.91890625,1.06,-0.000795625
1969,9.38E-07,6649,6912,0,-1539,,1.03890625,1.08,-0.000961875
1970,9.40E-07,6273,7678,256,-899,,0.98015625,1.1996875,-0.000561875
1971,9.42E-07,6400,6524,0,-768,,1,1.019375,-0.00048
1972,9.44E-07,6270,6784,256,-510,,0.9796875,1.06,-0.00031875
1973,9.46E-07,6786,6656,1,-1404,,1.0603125,1.04,-0.0008775
1974,9.48E-07,5904,6777,-129,-911,,0.9225,1.05890625,-0.000569375
1975,9.50E-07,5761,7040,0,-513,,0.90015625,1.1,-0.000320625
1976,9.52E-07,6148,6654,0,-640,,0.960625,1.0396875,-0.0004
1977,9.54E-07,6530,6660,133,-768,,1.0203125,1.040625,-0.00048
1978,9.56E-07,6390,7169,510,-1025,,0.9984375,1.12015625,-0.000640625
1979,9.58E-07,5891,7040,-256,-1026,,0.92046875,1.1,-0.00064125
1980,9.60E-07,6784,6783,252,-1410,,1.06,1.05984375,-0.00088125
1981,9.62E-07,6421,7167,-124,-512,,1.00328125,1.11984375,-0.00032
1982,9.64E-07,6012,7038,0,-642,,0.939375,1.0996875,-0.00040125
1983,9.66E-07,6525,6655,257,-1027,,1.01953125,1.03984375,-0.000641875
1984,9.68E-07,6144,6785,251,-1278,,0.96,1.06015625,-0.00079875
1985,9.70E-07,5888,7039,-257,-1024,,0.92,1.09984375,-0.00064
1986,9.72E-07,6139,6654,128,-1152,,0.95921875,1.0396875,-0.00072
1987,9.74E-07,6527,6654,1,-1028,,1.01984375,1.0396875,-0.0006425
1988,9.76E-07,6268,6910,1,-768,,0.979375,1.0796875,-0.00048
1989,9.78E-07,6145,7163,-383,-896,,0.96015625,1.11921875,-0.00056
1990,9.80E-07,6409,6656,390,-1032,,1.00140625,1.04,-0.000645
1991,9.82E-07,6653,7296,121,-1661,,1.03953125,1.14,-0.001038125
1992,9.84E-07,6399,6784,1,-382,,0.99984375,1.06,-0.00023875
1993,9.86E-07,6527,6656,258,-1150,,1.01984375,1.04,-0.00071875
1994,9.88E-07,6272,6792,256,-1024,,0.98,1.06125,-0.00064
1995,9.90E-07,6530,6271,128,-1280,,1.0203125,0.97984375,-0.0008
1996,9.92E-07,6018,6531,128,-898,,0.9403125,1.02046875,-0.00056125
1997,9.94E-07,6016,6532,-384,-1147,,0.94,1.020625,-0.000716875
1998,9.96E-07,5887,7042,260,-382,,0.91984375,1.1003125,-0.00023875
1999,9.98E-07,6270,6782,128,-1027,,0.9796875,1.0596875,-0.000641875
2000,1.00E-06,6273,6526,0,-1023,,0.98015625,1.0196875,-0.000639375
2001,1.00E-06,6401,6912,-256,-1280,,1.00015625,1.08,-0.0008
2002,1.00E-06,6652,6911,-383,-759,,1.039375,1.07984375,-0.000474375
2003,1.01E-06,5998,6779,5,-121,,0.9371875,1.05921875,-0.000075625
2004,1.01E-06,5769,6663,127,-7,,0.90140625,1.04109375,-0.000004375
2005,1.01E-06,6142,7550,-2,-899,,0.9596875,1.1796875,-0.000561875
2006,1.01E-06,5753,6655,-256,-1284,,0.89890625,1.03984375,-0.0008025
2007,1.01E-06,6154,7294,126,-1919,,0.9615625,1.1396875,-0.001199375
2008,1.02E-06,6531,7164,0,-1152,,1.02046875,1.119375,-0.00072
2009,1.02E-06,5889,6649,128,-640,,0.92015625,1.03890625,-0.0004
2010,1.02E-06,6144,6410,-1,-1031,,0.96,1.0015625,-0.000644375
2011,1.02E-06,6656,7555,-2,-1279,,1.04,1.18046875,-0.000799375
2012,1.02E-06,6402,7164,-256,-767,,1.0003125,1.119375,-0.000479375
2013,1.03E-06,6147,6661,1,-896,,0.96046875,1.04078125,-0.00056
2014,1.03E-06,6272,6143,-513,-642,,0.98,0.95984375,-0.00040125
2015,1.03E-06,6653,6914,130,-898,,1.03953125,1.0803125,-0.00056125
2016,1.03E-06,6139,6649,128,-1154,,0.95921875,1.03890625,-0.00072125
2017,1.03E-06,6545,6530,510,-1406,,1.02265625,1.0203125,-0.00087875
2018,1.04E-06,7028,6784,-259,-893,,1.098125,1.06,-0.000558125
2019,1.04E-06,5890,6656,-128,-768,,0.9203125,1.04,-0.00048
2020,1.04E-06,7168,6523,1,-769,,1.12,1.01921875,-0.000480625
2021,1.04E-06,6279,7040,0,-644,,0.98109375,1.1,-0.0004025
2022,1.04E-06,6400,6785,253,-1413,,1,1.06015625,-0.000883125
2023,1.05E-06,6273,7296,-257,-1150,,0.98015625,1.14,-0.00071875
2024,1.05E-06,6144,6781,128,-1144,,0.96,1.05953125,-0.000715
2025,1.05E-06,6144,6912,-129,-384,,0.96,1.08,-0.00024
2026,1.05E-06,6399,6784,-1,-1152,,0.99984375,1.06,-0.00072
2027,1.05E-06,6272,7039,-129,-641,,0.98,1.09984375,-0.000400625
2028,1.06E-06,6399,6783,-1,-896,,0.99984375,1.05984375,-0.00056
2029,1.06E-06,6143,6785,-256,-1024,,0.95984375,1.06015625,-0.00064
2030,1.06E-06,6268,6783,132,-1533,,0.979375,1.05984375,-0.000958125
2031,1.06E-06,5886,6656,383,-767,,0.9196875,1.04,-0.000479375
2032,1.06E-06,6412,6785,123,-1156,,1.001875,1.06015625,-0.0007225
2033,1.07E-06,6655,6911,-3,-1280,,1.03984375,1.07984375,-0.0008
2034,1.07E-06,6271,6912,510,-1152,,0.97984375,1.08,-0.00072
2035,1.07E-06,6655,6786,510,-768,,1.03984375,1.0603125,-0.00048
2036,1.07E-06,6272,7039,-4,-770,,0.98,1.09984375,-0.00048125
2037,1.07E-06,6527,6785,-256,-1029,,1.01984375,1.06015625,-0.000643125
2038,1.08E-06,6529,7039,0,-1281,,1.02015625,1.09984375,-0.000800625
2039,1.08E-06,6272,6528,-256,-1151,,0.98,1.02,-0.000719375
2040,1.08E-06,6395,6780,-131,-894,,0.99921875,1.059375,-0.00055875
2041,1.08E-06,6267,6912,383,-635,,0.97921875,1.08,-0.000396875
2042,1.08E-06,5623,6783,-387,-386,,0.87859375,1.05984375,-0.00024125
2043,1.09E-06,5903,6654,133,-906,,0.92234375,1.0396875,-0.00056625
2044,1.09E-06,6264,6528,-3,-1151,,0.97875,1.02,-0.000719375
2045,1.09E-06,5626,6656,-128,-894,,0.8790625,1.04,-0.00055875
2046,1.09E-06,5764,6399,-255,-768,,0.900625,0.99984375,-0.00048
2047,1.09E-06,6011,6784,-6,-774,,0.93921875,1.06,-0.00048375
2048,1.10E-06,6397,6272,512,-256,,0.99953125,0.98,-0.00016
2049,1.10E-06,6407,6785,-4,-1411,,1.00109375,1.06015625,-0.000881875
2050,1.10E-06,5759,6528,-511,-1023,,0.89984375,1.02,-0.000639375
2051,1.10E-06,6525,6912,2,-1024,,1.01953125,1.08,-0.00064
2052,1.10E-06,6405,6527,128,-1024,,1.00078125,1.01984375,-0.00064
2053,1.11E-06,6142,7035,0,-645,,0.9596875,1.09921875,-0.000403125
2054,1.11E-06,6273,6784,129,-512,,0.98015625,1.06,-0.00032
2055,1.11E-06,6273,6664,-385,-773,,0.98015625,1.04125,-0.000483125
2056,1.11E-06,6401,7164,3,-1281,,1.00015625,1.119375,-0.000800625
2057,1.11E-06,6267,6398,0,-888,,0.97921875,0.9996875,-0.000555
2058,1.12E-06,6148,7041,0,-512,,0.960625,1.10015625,-0.00032
2059,1.12E-06,6660,6784,-1,-511,,1.040625,1.06,-0.000319375
2060,1.12E-06,6526,7044,-129,-512,,1.0196875,1.100625,-0.00032
2061,1.12E-06,6279,6399,254,-1277,,0.98109375,0.99984375,-0.000798125
2062,1.12E-06,5887,6913,255,-642,,0.91984375,1.08015625,-0.00040125
2063,1.13E-06,6525,6655,127,-1541,,1.01953125,1.03984375,-0.000963125
2064,1.13E-06,6528,6782,127,-892,,1.02,1.0596875,-0.0005575
2065,1.13E-06,6529,6528,0,-1024,,1.02015625,1.02,-0.00064
2066,1.13E-06,6272,7039,-129,-768,,0.98,1.09984375,-0.00048
2067,1.13E-06,6529,6784,0,-1278,,1.02015625,1.06,-0.00079875
2068,1.14E-06,6525,6912,-128,-1281,,1.01953125,1.08,-0.000800625
2069,1.14E-06,6404,6784,135,-1410,,1.000625,1.06,-0.00088125
2070,1.14E-06,6657,6912,510,-1407,,1.04015625,1.08,-0.000879375
2071,1.14E-06,6528,6784,-5,-1151,,1.02,1.06,-0.000719375
2072,1.14E-06,6520,6784,1,-1152,,1.01875,1.06,-0.00072
2073,1.15E-06,6016,6909,383,-1152,,0.94,1.07953125,-0.00072
2074,1.15E-06,6524,6910,128,-1024,,1.019375,1.0796875,-0.00064
2075,1.15E-06,6399,6527,384,-765,,0.99984375,1.01984375,-0.000478125
2076,1.15E-06,6656,6788,128,-512,,1.04,1.060625,-0.00032
2077,1.15E-06,6274,6783,127,-899,,0.9803125,1.05984375,-0.000561875
2078,1.16E-06,6272,6656,0,-1155,,0.98,1.04,-0.000721875
2079,1.16E-06,6143,6524,-2,-1280,,0.95984375,1.019375,-0.0008
2080,1.16E-06,6272,7164,382,-509,,0.98,1.119375,-0.000318125
2081,1.16E-06,6144,6788,129,-1403,,0.96,1.060625,-0.000876875
2082,1.16E-06,6272,6907,128,-1280,,0.98,1.07921875,-0.0008
2083,1.17E-06,6272,7168,-127,-1409,,0.98,1.12,-0.000880625
2084,1.17E-06,6139,6789,-127,-1153,,0.95921875,1.06078125,-0.000720625
2085,1.17E-06,5891,6525,-256,-1152,,0.92046875,1.01953125,-0.00072
2086,1.17E-06,6656,6907,115,-907,,1.04,1.07921875,-0.000566875
2087,1.17E-06,6543,6787,386,-763,,1.02234375,1.06046875,-0.000476875
2088,1.18E-06,6144,6655,128,-1278,,0.96,1.03984375,-0.00079875
2089,1.18E-06,6397,6912,384,-1280,,0.99953125,1.08,-0.0008
2090,1.18E-06,6272,6783,128,-1281,,0.98,1.05984375,-0.000800625
2091,1.18E-06,6267,7032,384,-1153,,0.97921875,1.09875,-0.000720625
2092,1.18E-06,6525,7182,0,-1032,,1.01953125,1.1221875,-0.000645
2093,1.19E-06,6408,5774,258,-643,,1.00125,0.9021875,-0.000401875
2094,1.19E-06,6271,6651,-128,-1024,,0.97984375,1.03921875,-0.00064
2095,1.19E-06,6273,6908,256,-1281,,0.98015625,1.079375,-0.000800625
2096,1.19E-06,6266,6394,256,-768,,0.9790625,0.9990625,-0.00048
2097,1.19E-06,6019,6277,255,-1027,,0.94046875,0.98078125,-0.000641875
2098,1.20E-06,6658,6912,0,-1024,,1.0403125,1.08,-0.00064
2099,1.20E-06,6529,6659,128,-386,,1.02015625,1.04046875,-0.00024125
2100,1.20E-06,6408,6784,-128,-639,,1.00125,1.06,-0.000399375
2101,1.20E-06,6140,6656,0,-768,,0.959375,1.04,-0.00048
2102,1.20E-06,6528,6912,254,-512,,1.02,1.08,-0.00032
2103,1.21E-06,6017,6783,-384,-770,,0.94015625,1.05984375,-0.00048125
2104,1.21E-06,6274,6784,256,-1155,,0.9803125,1.06,-0.000721875
2105,1.21E-06,5508,7040,-125,-1538,,0.860625,1.1,-0.00096125
2106,1.21E-06,6005,6783,-4,-909,,0.93828125,1.05984375,-0.000568125
2107,1.21E-06,6274,7040,-1,-639,,0.9803125,1.1,-0.000399375
2108,1.22E-06,6656,6528,-256,-766,,1.04,1.02,-0.00047875
2109,1.22E-06,6392,6528,260,-1025,,0.99875,1.02,-0.000640625
2110,1.22E-06,6277,6912,255,-1024,,0.98078125,1.08,-0.00064
2111,1.22E-06,6661,7040,0,-1404,,1.04078125,1.1,-0.0008775
2112,1.22E-06,6781,6916,127,-1417,,1.05953125,1.080625,-0.000885625
2113,1.23E-06,6019,6531,130,-771,,0.94046875,1.02046875,-0.000481875
2114,1.23E-06,6519,6400,0,-776,,1.01859375,1,-0.000485
2115,1.23E-06,6279,6913,128,-125,,0.98109375,1.08015625,-0.000078125
2116,1.23E-06,6013,6653,-2,-1540,,0.93953125,1.03953125,-0.0009625
2117,1.23E-06,6276,6272,640,-1027,,0.980625,0.98,-0.000641875
2118,1.24E-06,5891,6909,3,-897,,0.92046875,1.07953125,-0.000560625
2119,1.24E-06,6258,7039,256,-776,,0.9778125,1.09984375,-0.000485
2120,1.24E-06,6141,6786,0,-384,,0.95953125,1.0603125,-0.00024
2121,1.24E-06,5635,6400,640,-1920,,0.88046875,1,-0.0012
2122,1.24E-06,6408,7168,382,-1151,,1.00125,1.12,-0.000719375
2123,1.25E-06,6531,6912,255,-1535,,1.02046875,1.08,-0.000959375
2124,1.25E-06,6648,7294,128,-765,,1.03875,1.1396875,-0.000478125
2125,1.25E-06,6010,6529,508,-768,,0.9390625,1.02015625,-0.00048
2126,1.25E-06,6278,6650,516,-761,,0.9809375,1.0390625,-0.000475625
2127,1.25E-06,6785,6656,128,-1792,,1.06015625,1.04,-0.00112
2128,1.26E-06,6527,6272,388,-899,,1.01984375,0.98,-0.000561875
2129,1.26E-06,6913,6658,639,-1024,,1.08015625,1.0403125,-0.00064
2130,1.26E-06,6273,6785,383,-1026,,0.98015625,1.06015625,-0.00064125
2131,1.26E-06,6521,7040,384,-512,,1.01890625,1.1,-0.00032
2132,1.26E-06,6541,6789,129,-1145,,1.02203125,1.06078125,-0.000715625
2133,1.27E-06,6016,6782,0,-1409,,0.94,1.0596875,-0.000880625
2134,1.27E-06,6403,7169,0,-1024,,1.00046875,1.12015625,-0.00064
2135,1.27E-06,6398,7166,256,-384,,0.9996875,1.1196875,-0.00024
2136,1.27E-06,6536,6780,128,-771,,1.02125,1.059375,-0.000481875
2137,1.27E-06,7039,6528,384,-641,,1.09984375,1.02,-0.000400625
2138,1.28E-06,6262,6911,-128,-1026,,0.9784375,1.07984375,-0.00064125
2139,1.28E-06,6013,6790,-2,-1150,,0.93953125,1.0609375,-0.00071875
2140,1.28E-06,6911,6655,-1,-1536,,1.07984375,1.03984375,-0.00096
2141,1.28E-06,6151,7040,129,-765,,0.96109375,1.1,-0.000478125
2142,1.28E-06,6396,6911,256,-640,,0.999375,1.07984375,-0.0004
2143,1.29E-06,6272,6911,127,-1024,,0.98,1.07984375,-0.00064
2144,1.29E-06,6145,6785,128,-1024,,0.96015625,1.06015625,-0.00064
2145,1.29E-06,6270,7169,-125,-640,,0.9796875,1.12015625,-0.0004
2146,1.29E-06,6655,6530,-131,-1021,,1.03984375,1.0203125,-0.000638125
2147,1.29E-06,6395,6912,126,-897,,0.99921875,1.08,-0.000560625
2148,1.30E-06,6145,6528,384,-1025,,0.96015625,1.02,-0.000640625
2149,1.30E-06,6402,7040,255,-766,,1.0003125,1.1,-0.00047875
2150,1.30E-06,6270,6655,255,-1153,,0.9796875,1.03984375,-0.000720625
2151,1.30E-06,6143,7419,1,-642,,0.95984375,1.15921875,-0.00040125
2152,1.30E-06,6016,6807,-130,-902,,0.94,1.06359375,-0.00056375
2153,1.31E-06,6128,6144,378,-384,,0.9575,0.96,-0.00024
2154,1.31E-06,6657,6531,641,-1282,,1.04015625,1.02046875,-0.00080125
2155,1.31E-06,6273,6526,-3,-895,,0.98015625,1.0196875,-0.000559375
2156,1.31E-06,6652,6656,7,-1023,,1.039375,1.04,-0.000639375
2157,1.31E-06,6530,6785,639,-639,,1.0203125,1.06015625,-0.000399375
2158,1.32E-06,6401,6913,129,-640,,1.00015625,1.08015625,-0.0004
2159,1.32E-06,6392,6530,386,-126,,0.99875,1.0203125,-0.00007875
2160,1.32E-06,6655,6784,-256,-1156,,1.03984375,1.06,-0.0007225
2161,1.32E-06,6269,6912,387,-1023,,0.97953125,1.08,-0.000639375
2162,1.32E-06,6272,6784,511,-768,,0.98,1.06,-0.00048
2163,1.33E-06,6274,6912,254,-1026,,0.9803125,1.08,-0.00064125
2164,1.33E-06,6529,6785,0,-1283,,1.02015625,1.06015625,-0.000801875
2165,1.33E-06,6398,6532,255,-261,,0.9996875,1.020625,-0.000163125
2166,1.33E-06,6271,6272,2,-629,,0.97984375,0.98,-0.000393125
2167,1.33E-06,6273,6912,0,-1025,,0.98015625,1.08,-0.000640625
2168,1.34E-06,6144,6525,-1,-770,,0.96,1.01953125,-0.00048125
2169,1.34E-06,6272,6909,-127,-640,,0.98,1.07953125,-0.0004
2170,1.34E-06,6528,5888,386,-1405,,1.02,0.92,-0.000878125
2171,1.34E-06,6271,6651,384,-1411,,0.97984375,1.03921875,-0.000881875
2172,1.34E-06,6405,7040,385,-1158,,1.00078125,1.1,-0.00072375
2173,1.35E-06,5758,6786,0,-898,,0.8996875,1.0603125,-0.00056125
2174,1.35E-06,6023,6526,-128,-768,,0.94109375,1.0196875,-0.00048
2175,1.35E-06,6655,6273,508,-1024,,1.03984375,0.98015625,-0.00064
2176,1.35E-06,6273,6786,-385,-897,,0.98015625,1.0603125,-0.000560625
2177,1.35E-06,6653,6912,384,-1151,,1.03953125,1.08,-0.000719375
2178,1.36E-06,5760,6145,5,-640,,0.9,0.96015625,-0.0004
2179,1.36E-06,6383,6781,1,-1152,,0.99734375,1.05953125,-0.00072
2180,1.36E-06,6404,6912,-256,-639,,1.000625,1.08,-0.000399375
2181,1.36E-06,6396,6910,129,-898,,0.999375,1.0796875,-0.00056125
2182,1.36E-06,6784,6527,-1,-1023,,1.06,1.01984375,-0.000639375
2183,1.37E-06,6273,6784,-1,-767,,0.98015625,1.06,-0.000479375
2184,1.37E-06,6526,6526,-256,-768,,1.0196875,1.0196875,-0.00048
2185,1.37E-06,6149,6396,127,-649,,0.96078125,0.999375,-0.000405625
2186,1.37E-06,6145,6911,-2,-384,,0.96015625,1.07984375,-0.00024
2187,1.37E-06,6146,6527,640,-1792,,0.9603125,1.01984375,-0.00112
2188,1.38E-06,6269,6912,-12,-1147,,0.97953125,1.08,-0.000716875
2189,1.38E-06,6013,6526,-250,-1023,,0.93953125,1.0196875,-0.000639375
2190,1.38E-06,6145,6400,386,-256,,0.96015625,1,-0.00016
2191,1.38E-06,6013,6270,255,-1024,,0.93953125,0.9796875,-0.00064
2192,1.38E-06,6016,6782,385,-389,,0.94,1.0596875,-0.000243125
2193,1.39E-06,6397,6398,-128,-896,,0.99953125,0.9996875,-0.00056
2194,1.39E-06,6272,6398,256,-1025,,0.98,0.9996875,-0.000640625
2195,1.39E-06,6400,6275,1,-1279,,1,0.98046875,-0.000799375
2196,1.39E-06,6272,6655,514,-1024,,0.98,1.03984375,-0.00064
2197,1.39E-06,6397,6401,0,-1151,,0.99953125,1.00015625,-0.000719375
2198,1.40E-06,6531,6915,-384,-641,,1.02046875,1.08046875,-0.000400625
2199,1.40E-06,6272,6016,512,-896,,0.98,0.94,-0.00056
2200,1.40E-06,6533,6659,-3,-1026,,1.02078125,1.04046875,-0.00064125
2201,1.40E-06,6524,6910,255,-1018,,1.019375,1.0796875,-0.00063625
2202,1.40E-06,6262,6653,-128,-641,,0.9784375,1.03953125,-0.000400625
2203,1.41E-06,6151,6528,256,-1289,,0.96109375,1.02,-0.000805625
2204,1.41E-06,6529,6528,-128,-1662,,1.02015625,1.02,-0.00103875
2205,1.41E-06,6137,6656,509,-774,,0.95890625,1.04,-0.00048375
2206,1.41E-06,6013,6523,0,-640,,0.93953125,1.01921875,-0.0004
2207,1.41E-06,6399,6143,-128,-1152,,0.99984375,0.95984375,-0.00072
2208,1.42E-06,6272,6797,128,-636,,0.98,1.06203125,-0.0003975
2209,1.42E-06,6016,7292,-130,-1028,,0.94,1.139375,-0.0006425
2210,1.42E-06,6271,6526,0,-1537,,0.97984375,1.0196875,-0.000960625
2211,1.42E-06,6019,6779,129,-1282,,0.94046875,1.05921875,-0.00080125
