,,CH1,CH2,CH3,CH4,,GateV,Vf,If
8410,1.38E-05,6656,3967,125,-640,,1.04,0.61984375,-0.0004
8411,1.38E-05,6407,3454,127,257,,1.00109375,0.5396875,0.000160625
8412,1.38E-05,5888,3583,0,-384,,0.92,0.55984375,-0.00024
8413,1.38E-05,6140,3328,0,-510,,0.959375,0.52,-0.00031875
8414,1.38E-05,6147,3712,128,-513,,0.96046875,0.58,-0.000320625
8415,1.38E-05,6011,3457,-129,-512,,0.93921875,0.54015625,-0.00032
8416,1.38E-05,6402,3710,251,-267,,1.0003125,0.5796875,-0.000166875
8417,1.38E-05,5888,3584,133,-123,,0.92,0.56,-0.000076875
8418,1.38E-05,6273,3963,-128,-1022,,0.98015625,0.61921875,-0.00063875
8419,1.38E-05,6139,4097,383,-770,,0.95921875,0.64015625,-0.00048125
8420,1.38E-05,5888,3584,0,-511,,0.92,0.56,-0.000319375
8421,1.38E-05,6277,3966,383,-764,,0.98078125,0.6196875,-0.0004775
8422,1.38E-05,6528,3715,-119,-786,,1.02,0.58046875,-0.00049125
8423,1.38E-05,6014,3840,-4,-251,,0.9396875,0.6,-0.000156875
8424,1.38E-05,6522,3584,128,-1024,,1.0190625,0.56,-0.00064
8425,1.38E-05,6277,3840,128,-385,,0.98078125,0.6,-0.000240625
8426,1.39E-05,6271,3458,-256,-897,,0.97984375,0.5403125,-0.000560625
8427,1.39E-05,6528,3322,253,-134,,1.02,0.5190625,-0.00008375
8428,1.39E-05,6403,4092,515,-502,,1.00046875,0.639375,-0.00031375
8429,1.39E-05,6400,3726,5,-633,,1,0.5821875,-0.000395625
8430,1.39E-05,6271,3711,0,-896,,0.97984375,0.57984375,-0.00056
8431,1.39E-05,6275,3839,0,-512,,0.98046875,0.59984375,-0.00032
8432,1.39E-05,6396,3581,256,-896,,0.999375,0.55953125,-0.00056
8433,1.39E-05,6013,3587,129,-381,,0.93953125,0.56046875,-0.000238125
8434,1.39E-05,6144,3840,512,-384,,0.96,0.6,-0.00024
8435,1.39E-05,6143,3591,392,-387,,0.95984375,0.56109375,-0.000241875
8436,1.39E-05,6527,3325,-384,-382,,1.01984375,0.51953125,-0.00023875
8437,1.39E-05,6148,3840,384,-1024,,0.960625,0.6,-0.00064
8438,1.39E-05,6397,3710,-1,131,,0.99953125,0.5796875,0.000081875
8439,1.39E-05,6787,3455,256,-261,,1.06046875,0.53984375,-0.000163125
8440,1.39E-05,5635,3584,128,-515,,0.88046875,0.56,-0.000321875
8441,1.39E-05,6138,3838,126,-1022,,0.9590625,0.5996875,-0.00063875
8442,1.39E-05,5893,3971,508,-1030,,0.92078125,0.62046875,-0.00064375
8443,1.39E-05,6148,3584,511,-642,,0.960625,0.56,-0.00040125
8444,1.39E-05,6910,3712,256,-512,,1.0796875,0.58,-0.00032
8445,1.39E-05,6136,3584,385,-513,,0.95875,0.56,-0.000320625
8446,1.39E-05,6272,3712,126,-768,,0.98,0.58,-0.00048
8447,1.39E-05,5887,3585,0,-1153,,0.91984375,0.56015625,-0.000720625
8448,1.39E-05,6531,3452,-255,-776,,1.02046875,0.539375,-0.000485
8449,1.39E-05,6798,3967,-260,-637,,1.0621875,0.61984375,-0.000398125
8450,1.39E-05,6277,3840,126,-772,,0.98078125,0.6,-0.0004825
8451,1.39E-05,6524,4097,128,-384,,1.019375,0.64015625,-0.00024
8452,1.39E-05,6405,4094,-256,-898,,1.00078125,0.6396875,-0.00056125
8453,1.39E-05,6138,3584,-3,-898,,0.9590625,0.56,-0.00056125
8454,1.39E-05,6406,3454,129,-514,,1.0009375,0.5396875,-0.00032125
8455,1.39E-05,6008,3965,128,-513,,0.93875,0.61953125,-0.000320625
8456,1.39E-05,6656,3840,256,-384,,1.04,0.6,-0.00024
8457,1.39E-05,6141,3968,512,-896,,0.95953125,0.62,-0.00056
8458,1.39E-05,6533,3456,255,-383,,1.02078125,0.54,-0.000239375
8459,1.39E-05,6250,3201,254,-511,,0.9765625,0.50015625,-0.000319375
8460,1.39E-05,5630,3843,-128,0,,0.8796875,0.60046875,0
8461,1.39E-05,6152,4101,253,-512,,0.96125,0.64078125,-0.00032
8462,1.39E-05,6400,3710,129,-390,,1,0.5796875,-0.00024375
8463,1.39E-05,6405,4352,2,-252,,1.00078125,0.68,-0.0001575
8464,1.39E-05,6138,4222,-383,-1023,,0.9590625,0.6596875,-0.000639375
8465,1.39E-05,7039,3837,130,-640,,1.09984375,0.59953125,-0.0004
8466,1.39E-05,6274,3583,127,-384,,0.9803125,0.55984375,-0.00024
8467,1.39E-05,6396,3710,0,-639,,0.999375,0.5796875,-0.000399375
8468,1.39E-05,6155,4093,-128,-638,,0.96171875,0.63953125,-0.00039875
8469,1.39E-05,5760,3968,126,-898,,0.9,0.62,-0.00056125
8470,1.39E-05,5895,3967,384,-256,,0.92109375,0.61984375,-0.00016
8471,1.39E-05,6524,3581,384,-384,,1.019375,0.55953125,-0.00024
8472,1.39E-05,5755,3590,127,-256,,0.89921875,0.5609375,-0.00016
8473,1.39E-05,6278,3966,256,-643,,0.9809375,0.6196875,-0.000401875
8474,1.39E-05,6397,3199,-128,-1024,,0.99953125,0.49984375,-0.00064
8475,1.39E-05,6272,4079,-3,-643,,0.98,0.63734375,-0.000401875
8476,1.40E-05,6395,4225,128,-384,,0.99921875,0.66015625,-0.00024
8477,1.40E-05,6658,3840,1,-130,,1.0403125,0.6,-0.00008125
8478,1.40E-05,6274,3584,384,-768,,0.9803125,0.56,-0.00048
8479,1.40E-05,6528,3969,126,-1024,,1.02,0.62015625,-0.00064
8480,1.40E-05,6660,3969,0,-512,,1.040625,0.62015625,-0.00032
8481,1.40E-05,5890,4224,-381,-895,,0.9203125,0.66,-0.000559375
8482,1.40E-05,6013,3840,-143,-262,,0.93953125,0.6,-0.00016375
8483,1.40E-05,6655,4223,638,-258,,1.03984375,0.65984375,-0.00016125
8484,1.40E-05,6009,3967,254,-125,,0.93890625,0.61984375,-0.000078125
8485,1.40E-05,6144,4095,133,-1019,,0.96,0.63984375,-0.000636875
8486,1.40E-05,6150,3841,639,-901,,0.9609375,0.60015625,-0.000563125
8487,1.40E-05,7040,4090,2,-515,,1.1,0.6390625,-0.000321875
8488,1.40E-05,6144,4360,-6,-393,,0.96,0.68125,-0.000245625
8489,1.40E-05,5879,3712,260,-128,,0.91859375,0.58,-0.00008
8490,1.40E-05,6144,3841,-257,-769,,0.96,0.60015625,-0.000480625
8491,1.40E-05,6016,3713,516,-384,,0.94,0.58015625,-0.00024
8492,1.40E-05,6391,3967,760,-639,,0.99859375,0.61984375,-0.000399375
8493,1.40E-05,6788,3712,-127,-2,,1.060625,0.58,-0.00000125
8494,1.40E-05,6148,3968,511,-1024,,0.960625,0.62,-0.00064
8495,1.40E-05,6527,3718,132,256,,1.01984375,0.5809375,0.00016
8496,1.40E-05,6669,3712,128,-1156,,1.04203125,0.58,-0.0007225
8497,1.40E-05,6123,3969,257,-768,,0.95671875,0.62015625,-0.00048
8498,1.40E-05,1633,3968,510,-1022,,0.25515625,0.62,-0.00063875
8499,1.40E-05,1803,3583,-130,-126,,0.28171875,0.55984375,-0.00007875
8500,1.40E-05,1380,4096,127,-509,,0.215625,0.64,-0.000318125
8501,1.40E-05,-1674,3455,138,-893,,-0.2615625,0.53984375,-0.000558125
8502,1.40E-05,-1672,4352,-385,-1280,,-0.26125,0.68,-0.0008
8503,1.40E-05,-1798,3840,384,-900,,-0.2809375,0.6,-0.0005625
8504,1.40E-05,-903,4226,510,-387,,-0.14109375,0.6603125,-0.000241875
8505,1.40E-05,-128,3966,-2,-128,,-0.02,0.6196875,-0.00008
8506,1.40E-05,-254,3712,257,-767,,-0.0396875,0.58,-0.000479375
8507,1.40E-05,-634,3840,384,-388,,-0.0990625,0.6,-0.0002425
8508,1.40E-05,-1019,3715,125,-754,,-0.15921875,0.58046875,-0.00047125
8509,1.40E-05,-895,3584,384,-1155,,-0.13984375,0.56,-0.000721875
8510,1.40E-05,-639,3584,-384,-128,,-0.09984375,0.56,-0.00008
8511,1.40E-05,-643,3583,261,-512,,-0.10046875,0.55984375,-0.00032
8512,1.40E-05,-766,3584,127,-896,,-0.1196875,0.56,-0.00056
8513,1.40E-05,-513,3712,0,-511,,-0.08015625,0.58,-0.000319375
8514,1.40E-05,-768,3583,514,-641,,-0.12,0.55984375,-0.000400625
8515,1.40E-05,-510,3585,-252,-256,,-0.0796875,0.56015625,-0.00016
8516,1.40E-05,-896,3329,-128,-130,,-0.14,0.52015625,-0.00008125
8517,1.40E-05,-642,3971,-255,-770,,-0.1003125,0.62046875,-0.00048125
8518,1.40E-05,-896,4094,259,-638,,-0.14,0.6396875,-0.00039875
8519,1.40E-05,-1023,3456,255,-510,,-0.15984375,0.54,-0.00031875
8520,1.40E-05,-1280,4097,128,-127,,-0.2,0.64015625,-0.000079375
8521,1.40E-05,-1154,3711,130,-127,,-0.1803125,0.57984375,-0.000079375
8522,1.40E-05,-1153,4224,-2,-384,,-0.18015625,0.66,-0.00024
8523,1.40E-05,-892,3583,512,-896,,-0.139375,0.55984375,-0.00056
8524,1.40E-05,-505,4225,-3,-767,,-0.07890625,0.66015625,-0.000479375
8525,1.40E-05,-386,3966,258,-767,,-0.0603125,0.6196875,-0.000479375
8526,1.41E-05,-778,3712,-3,-385,,-0.1215625,0.58,-0.000240625
8527,1.41E-05,-1018,3325,2,-897,,-0.1590625,0.51953125,-0.000560625
8528,1.41E-05,-256,4341,128,-131,,-0.04,0.67828125,-0.000081875
8529,1.41E-05,-378,3966,0,-896,,-0.0590625,0.6196875,-0.00056
8530,1.41E-05,-512,3840,128,-1018,,-0.08,0.6,-0.00063625
8531,1.41E-05,-382,3841,128,-382,,-0.0596875,0.60015625,-0.00023875
8532,1.41E-05,-1023,3841,127,-643,,-0.15984375,0.60015625,-0.000401875
8533,1.41E-05,-644,3710,0,-383,,-0.100625,0.5796875,-0.000239375
8534,1.41E-05,-765,3326,0,-383,,-0.11953125,0.5196875,-0.000239375
8535,1.41E-05,-768,3840,128,-640,,-0.12,0.6,-0.0004
8536,1.41E-05,-642,3708,-2,-637,,-0.1003125,0.579375,-0.000398125
8537,1.41E-05,-903,2948,134,-516,,-0.14109375,0.460625,-0.0003225
8538,1.41E-05,-889,3971,510,-895,,-0.13890625,0.62046875,-0.000559375
8539,1.41E-05,-641,3321,-2,-379,,-0.10015625,0.51890625,-0.000236875
8540,1.41E-05,-903,3715,128,-644,,-0.14109375,0.58046875,-0.0004025
8541,1.41E-05,-1024,4096,-254,-1278,,-0.16,0.64,-0.00079875
8542,1.41E-05,-1024,3709,-128,-768,,-0.16,0.57953125,-0.00048
8543,1.41E-05,-1025,3842,0,-257,,-0.16015625,0.6003125,-0.000160625
8544,1.41E-05,-896,3969,-256,-899,,-0.14,0.62015625,-0.000561875
8545,1.41E-05,-1152,4097,-1,-640,,-0.18,0.64015625,-0.0004
8546,1.41E-05,-767,4094,-256,-770,,-0.11984375,0.6396875,-0.00048125
8547,1.41E-05,-1158,3585,255,-1152,,-0.1809375,0.56015625,-0.00072
8548,1.41E-05,-512,3712,1,-521,,-0.08,0.58,-0.000325625
8549,1.41E-05,-1291,3582,0,-4,,-0.20171875,0.5596875,-0.0000025
8550,1.41E-05,-1406,3331,128,-771,,-0.2196875,0.52046875,-0.000481875
8551,1.41E-05,-1144,3709,769,-635,,-0.17875,0.57953125,-0.000396875
8552,1.41E-05,-766,3201,381,-513,,-0.1196875,0.50015625,-0.000320625
8553,1.41E-05,-772,3968,128,-512,,-0.120625,0.62,-0.00032
8554,1.41E-05,-896,3847,254,-387,,-0.14,0.60109375,-0.000241875
8555,1.41E-05,-515,3584,128,255,,-0.08046875,0.56,0.000159375
8556,1.41E-05,-639,3970,0,-520,,-0.09984375,0.6203125,-0.000325
8557,1.41E-05,-893,3838,130,-511,,-0.13953125,0.5996875,-0.000319375
8558,1.41E-05,-1408,3841,255,-638,,-0.22,0.60015625,-0.00039875
8559,1.41E-05,-768,3839,0,-384,,-0.12,0.59984375,-0.00024
8560,1.41E-05,-896,3712,253,-640,,-0.14,0.58,-0.0004
8561,1.41E-05,-771,3587,131,0,,-0.12046875,0.56046875,0
8562,1.41E-05,-511,3458,-129,-768,,-0.07984375,0.5403125,-0.00048
8563,1.41E-05,-780,4222,-1,-512,,-0.121875,0.6596875,-0.00032
8564,1.41E-05,-1281,3453,-384,-511,,-0.20015625,0.53953125,-0.000319375
8565,1.41E-05,-887,3968,131,-256,,-0.13859375,0.62,-0.00016
8566,1.41E-05,-770,3582,2,-511,,-0.1203125,0.5596875,-0.000319375
8567,1.41E-05,-897,3454,387,-383,,-0.14015625,0.5396875,-0.000239375
8568,1.41E-05,-894,3710,-511,-896,,-0.1396875,0.5796875,-0.00056
8569,1.41E-05,-1027,3969,3,-256,,-0.16046875,0.62015625,-0.00016
8570,1.41E-05,-513,3969,255,-4,,-0.08015625,0.62015625,-0.0000025
8571,1.41E-05,-895,3962,127,-384,,-0.13984375,0.6190625,-0.00024
8572,1.41E-05,-769,3454,-6,-129,,-0.12015625,0.5396875,-0.000080625
8573,1.41E-05,-638,3328,-512,-641,,-0.0996875,0.52,-0.000400625
8574,1.41E-05,-1014,3070,510,-383,,-0.1584375,0.4796875,-0.000239375
8575,1.41E-05,-1149,3714,-5,-389,,-0.17953125,0.5803125,-0.000243125
8576,1.42E-05,-634,3711,-766,-639,,-0.0990625,0.57984375,-0.000399375
8577,1.42E-05,-642,3585,6,-253,,-0.1003125,0.56015625,-0.000158125
8578,1.42E-05,-507,3841,-4,-383,,-0.07921875,0.60015625,-0.000239375
8579,1.42E-05,-515,3840,0,-262,,-0.08046875,0.6,-0.00016375
8580,1.42E-05,-771,3328,126,-1024,,-0.12046875,0.52,-0.00064
8581,1.42E-05,-778,3840,382,-137,,-0.1215625,0.6,-0.000085625
8582,1.42E-05,-509,3455,383,-256,,-0.07953125,0.53984375,-0.00016
8583,1.42E-05,-1152,3584,126,-898,,-0.18,0.56,-0.00056125
8584,1.42E-05,-641,3584,4,-639,,-0.10015625,0.56,-0.000399375
8585,1.42E-05,-895,3582,384,-512,,-0.13984375,0.5596875,-0.00032
8586,1.42E-05,-897,3200,0,-256,,-0.14015625,0.5,-0.00016
8587,1.42E-05,-1023,3444,127,-253,,-0.15984375,0.538125,-0.000158125
8588,1.42E-05,-1026,3968,256,-640,,-0.1603125,0.62,-0.0004
8589,1.42E-05,-888,3583,127,-766,,-0.13875,0.55984375,-0.00047875
8590,1.42E-05,-257,3971,128,-903,,-0.04015625,0.62046875,-0.000564375
8591,1.42E-05,-904,3707,-1,-1268,,-0.14125,0.57921875,-0.0007925
8592,1.42E-05,-895,3585,-128,128,,-0.13984375,0.56015625,0.00008
8593,1.42E-05,-892,3968,129,-770,,-0.139375,0.62,-0.00048125
8594,1.42E-05,-512,3713,127,0,,-0.08,0.58015625,0
8595,1.42E-05,-764,3968,256,-1029,,-0.119375,0.62,-0.000643125
8596,1.42E-05,-896,3839,-3,-506,,-0.14,0.59984375,-0.00031625
8597,1.42E-05,-897,3711,-384,-640,,-0.14015625,0.57984375,-0.0004
8598,1.42E-05,-639,3585,130,-516,,-0.09984375,0.56015625,-0.0003225
8599,1.42E-05,-641,3840,128,-1021,,-0.10015625,0.6,-0.000638125
8600,1.42E-05,-507,3840,513,-256,,-0.07921875,0.6,-0.00016
8601,1.42E-05,-1153,3712,2,-892,,-0.18015625,0.58,-0.0005575
8602,1.42E-05,-760,3586,0,-639,,-0.11875,0.5603125,-0.000399375
8603,1.42E-05,-514,3711,-1,-635,,-0.0803125,0.57984375,-0.000396875
8604,1.42E-05,-646,3326,1,257,,-0.1009375,0.5196875,0.000160625
8605,1.42E-05,-767,3712,128,-387,,-0.11984375,0.58,-0.000241875
8606,1.42E-05,-905,3968,-130,-384,,-0.14140625,0.62,-0.00024
8607,1.42E-05,-1408,3716,-257,-1153,,-0.22,0.580625,-0.000720625
8608,1.42E-05,-909,3582,127,-256,,-0.14203125,0.5596875,-0.00016
8609,1.42E-05,-637,3331,-2,-387,,-0.09953125,0.52046875,-0.000241875
8610,1.42E-05,-895,3841,-256,-384,,-0.13984375,0.60015625,-0.00024
8611,1.42E-05,-647,3455,769,-641,,-0.10109375,0.53984375,-0.000400625
8612,1.42E-05,-250,3712,0,-641,,-0.0390625,0.58,-0.000400625
8613,1.42E-05,-1022,4225,-130,-768,,-0.1596875,0.66015625,-0.00048
8614,1.42E-05,-391,3595,510,-402,,-0.06109375,0.56171875,-0.00025125
8615,1.42E-05,-640,3453,130,5,,-0.1,0.53953125,0.000003125
8616,1.42E-05,-512,3583,512,-1148,,-0.08,0.55984375,-0.0007175
8617,1.42E-05,-513,3583,385,-1027,,-0.08015625,0.55984375,-0.000641875
8618,1.42E-05,-511,3712,130,-511,,-0.07984375,0.58,-0.000319375
8619,1.42E-05,-514,3710,-3,-765,,-0.0803125,0.5796875,-0.000478125
8620,1.42E-05,-896,3974,257,-411,,-0.14,0.6209375,-0.000256875
8621,1.42E-05,-896,3581,-123,137,,-0.14,0.55953125,0.000085625
8622,1.42E-05,-778,4097,-128,-892,,-0.1215625,0.64015625,-0.0005575
8623,1.42E-05,-380,3328,256,-386,,-0.059375,0.52,-0.00024125
8624,1.42E-05,-1150,3583,384,-384,,-0.1796875,0.55984375,-0.00024
8625,1.42E-05,-1034,3582,382,-511,,-0.1615625,0.5596875,-0.000319375
8626,1.43E-05,-888,3968,769,-518,,-0.13875,0.62,-0.00032375
8627,1.43E-05,-1157,3593,264,-372,,-0.18078125,0.56140625,-0.0002325
8628,1.43E-05,-768,3711,383,-896,,-0.12,0.57984375,-0.00056
8629,1.43E-05,-1030,3836,384,-512,,-0.1609375,0.599375,-0.00032
8630,1.43E-05,-1020,3456,-128,-896,,-0.159375,0.54,-0.00056
8631,1.43E-05,-769,3973,0,-380,,-0.12015625,0.62078125,-0.0002375
8632,1.43E-05,-766,3968,0,-128,,-0.1196875,0.62,-0.00008
8633,1.43E-05,-128,3585,-125,-508,,-0.02,0.56015625,-0.0003175
8634,1.43E-05,-753,3837,-258,-895,,-0.11765625,0.59953125,-0.000559375
8635,1.43E-05,-648,3840,384,-896,,-0.10125,0.6,-0.00056
8636,1.43E-05,-383,3710,-127,-126,,-0.05984375,0.5796875,-0.00007875
8637,1.43E-05,-896,3455,639,-387,,-0.14,0.53984375,-0.000241875
8638,1.43E-05,-517,3584,-256,-256,,-0.08078125,0.56,-0.00016
8639,1.43E-05,-633,3711,129,-378,,-0.09890625,0.57984375,-0.00023625
8640,1.43E-05,-1147,3708,-390,-1274,,-0.17921875,0.579375,-0.00079625
8641,1.43E-05,-1023,4096,770,-777,,-0.15984375,0.64,-0.000485625
8642,1.43E-05,-767,3712,128,-256,,-0.11984375,0.58,-0.00016
8643,1.43E-05,-771,3840,-383,-643,,-0.12046875,0.6,-0.000401875
8644,1.43E-05,-765,3712,131,-896,,-0.11953125,0.58,-0.00056
8645,1.43E-05,-773,3840,384,-129,,-0.12078125,0.6,-0.000080625
8646,1.43E-05,-1280,3585,641,-634,,-0.2,0.56015625,-0.00039625
8647,1.43E-05,-656,3711,129,-389,,-0.1025,0.57984375,-0.000243125
8648,1.43E-05,-638,3712,511,-259,,-0.0996875,0.58,-0.000161875
8649,1.43E-05,-639,3967,256,-253,,-0.09984375,0.61984375,-0.000158125
8650,1.43E-05,-768,3582,256,-1025,,-0.12,0.5596875,-0.000640625
8651,1.43E-05,-764,3584,127,-515,,-0.119375,0.56,-0.000321875
8652,1.43E-05,-1022,3967,257,-384,,-0.1596875,0.61984375,-0.00024
8653,1.43E-05,-900,3719,1,-643,,-0.140625,0.58109375,-0.000401875
8654,1.43E-05,-896,3456,256,-128,,-0.14,0.54,-0.00008
8655,1.43E-05,-766,3584,384,-640,,-0.1196875,0.56,-0.0004
8656,1.43E-05,-772,3712,-1,-513,,-0.120625,0.58,-0.000320625
8657,1.43E-05,-1020,3455,257,-768,,-0.159375,0.53984375,-0.00048
8658,1.43E-05,-639,3585,384,-384,,-0.09984375,0.56015625,-0.00024
8659,1.43E-05,-1032,3842,-131,-640,,-0.16125,0.6003125,-0.0004
8660,1.43E-05,-1148,3582,511,-129,,-0.179375,0.5596875,-0.000080625
8661,1.43E-05,-515,4096,-127,-889,,-0.08046875,0.64,-0.000555625
8662,1.43E-05,-636,3838,257,-1026,,-0.099375,0.5996875,-0.00064125
8663,1.43E-05,-771,3585,0,-512,,-0.12046875,0.56015625,-0.00032
8664,1.43E-05,-639,4097,384,-257,,-0.09984375,0.64015625,-0.000160625
8665,1.43E-05,-1153,3842,0,-386,,-0.18015625,0.6003125,-0.00024125
8666,1.43E-05,-641,3460,372,128,,-0.10015625,0.540625,0.00008
8667,1.43E-05,-896,3455,1027,-634,,-0.14,0.53984375,-0.00039625
8668,1.43E-05,-386,3713,-512,-640,,-0.0603125,0.58015625,-0.0004
8669,1.43E-05,-1288,3840,128,-256,,-0.20125,0.6,-0.00016
8670,1.43E-05,-891,3841,1,-389,,-0.13921875,0.60015625,-0.000243125
8671,1.43E-05,-896,3709,384,-770,,-0.14,0.57953125,-0.00048125
8672,1.43E-05,-641,3072,128,-897,,-0.10015625,0.48,-0.000560625
8673,1.43E-05,-896,3696,-384,-1025,,-0.14,0.5775,-0.000640625
8674,1.43E-05,-771,4095,-257,-768,,-0.12046875,0.63984375,-0.00048
8675,1.43E-05,-641,3840,-255,-384,,-0.10015625,0.6,-0.00024
8676,1.44E-05,-642,3968,1,-640,,-0.1003125,0.62,-0.0004
8677,1.44E-05,-640,3967,130,-640,,-0.1,0.61984375,-0.0004
8678,1.44E-05,-1279,3839,640,-640,,-0.19984375,0.59984375,-0.0004
8679,1.44E-05,-771,3839,134,-382,,-0.12046875,0.59984375,-0.00023875
8680,1.44E-05,-640,3971,2,-646,,-0.1,0.62046875,-0.00040375
8681,1.44E-05,-897,3584,-129,2,,-0.14015625,0.56,0.00000125
8682,1.44E-05,-635,3840,127,-1022,,-0.09921875,0.6,-0.00063875
8683,1.44E-05,-515,3584,-259,-645,,-0.08046875,0.56,-0.000403125
8684,1.44E-05,-900,3838,-256,-512,,-0.140625,0.5996875,-0.00032
8685,1.44E-05,-1024,3845,-129,-258,,-0.16,0.60078125,-0.00016125
8686,1.44E-05,-768,3569,0,-255,,-0.12,0.55765625,-0.000159375
8687,1.44E-05,-757,4480,-1,-384,,-0.11828125,0.7,-0.00024
8688,1.44E-05,-1028,3709,128,-641,,-0.160625,0.57953125,-0.000400625
8689,1.44E-05,-260,3967,0,-641,,-0.040625,0.61984375,-0.000400625
8690,1.44E-05,-759,3196,257,-897,,-0.11859375,0.499375,-0.000560625
8691,1.44E-05,-899,3586,1,-769,,-0.14046875,0.5603125,-0.000480625
8692,1.44E-05,-644,3839,-128,-1024,,-0.100625,0.59984375,-0.00064
8693,1.44E-05,-630,3713,-2,-385,,-0.0984375,0.58015625,-0.000240625
8694,1.44E-05,-893,3712,384,-767,,-0.13953125,0.58,-0.000479375
8695,1.44E-05,-381,3453,511,1,,-0.05953125,0.53953125,0.000000625
8696,1.44E-05,-647,3072,126,-385,,-0.10109375,0.48,-0.000240625
8697,1.44E-05,-896,3198,128,-128,,-0.14,0.4996875,-0.00008
8698,1.44E-05,-633,3454,127,-385,,-0.09890625,0.5396875,-0.000240625
8699,1.44E-05,-388,3707,259,131,,-0.060625,0.57921875,0.000081875
8700,1.44E-05,-1016,4224,-2,-1016,,-0.15875,0.66,-0.000635
8701,1.44E-05,-778,3584,512,-645,,-0.1215625,0.56,-0.000403125
8702,1.44E-05,-512,3332,125,-642,,-0.08,0.520625,-0.00040125
8703,1.44E-05,-896,4097,-123,-256,,-0.14,0.64015625,-0.00016
8704,1.44E-05,-384,3712,383,-894,,-0.06,0.58,-0.00055875
8705,1.44E-05,-896,3455,-254,-771,,-0.14,0.53984375,-0.000481875
8706,1.44E-05,-506,3963,-261,-644,,-0.0790625,0.61921875,-0.0004025
8707,1.44E-05,-1152,3713,256,-385,,-0.18,0.58015625,-0.000240625
8708,1.44E-05,-380,3583,128,-384,,-0.059375,0.55984375,-0.00024
8709,1.44E-05,-645,3587,128,-256,,-0.10078125,0.56046875,-0.00016
8710,1.44E-05,-639,4097,-1,-258,,-0.09984375,0.64015625,-0.00016125
8711,1.44E-05,-642,3968,-128,-642,,-0.1003125,0.62,-0.00040125
8712,1.44E-05,-768,3456,-126,-770,,-0.12,0.54,-0.00048125
8713,1.44E-05,-516,3455,-259,-128,,-0.080625,0.53984375,-0.00008
8714,1.44E-05,-638,3713,256,-386,,-0.0996875,0.58015625,-0.00024125
8715,1.44E-05,-1023,3711,-2,-514,,-0.15984375,0.57984375,-0.00032125
8716,1.44E-05,-1152,3585,-123,-896,,-0.18,0.56015625,-0.00056
8717,1.44E-05,-1154,3969,383,-639,,-0.1803125,0.62015625,-0.000399375
8718,1.44E-05,-643,3966,-256,-639,,-0.10046875,0.6196875,-0.000399375
8719,1.44E-05,-636,3460,-131,-390,,-0.099375,0.540625,-0.00024375
8720,1.44E-05,-901,3326,-2,0,,-0.14078125,0.5196875,0
8721,1.44E-05,-1146,3843,384,-256,,-0.1790625,0.60046875,-0.00016
8722,1.44E-05,-514,3839,119,-515,,-0.0803125,0.59984375,-0.000321875
8723,1.44E-05,-1025,3582,-386,-895,,-0.16015625,0.5596875,-0.000559375
8724,1.44E-05,-508,3328,-128,-511,,-0.079375,0.52,-0.000319375
8725,1.44E-05,-896,3710,7,-513,,-0.14,0.5796875,-0.000320625
8726,1.45E-05,-512,3849,896,-251,,-0.08,0.60140625,-0.000156875
8727,1.45E-05,-1012,3584,-128,-1024,,-0.158125,0.56,-0.00064
8728,1.45E-05,-1155,3963,0,-1278,,-0.18046875,0.61921875,-0.00079875
8729,1.45E-05,-385,3195,0,-756,,-0.06015625,0.49921875,-0.0004725
8730,1.45E-05,-895,3588,131,-264,,-0.13984375,0.560625,-0.000165
8731,1.45E-05,-770,3713,640,-1024,,-0.1203125,0.58015625,-0.00064
8732,1.45E-05,-769,3967,384,-129,,-0.12015625,0.61984375,-0.000080625
8733,1.45E-05,-510,3712,0,-768,,-0.0796875,0.58,-0.00048
8734,1.45E-05,-132,3326,2,-760,,-0.020625,0.5196875,-0.000475
8735,1.45E-05,-918,3333,128,-388,,-0.1434375,0.52078125,-0.0002425
8736,1.45E-05,-1271,3968,130,-1026,,-0.19859375,0.62,-0.00064125
8737,1.45E-05,-767,3711,383,-507,,-0.11984375,0.57984375,-0.000316875
8738,1.45E-05,-1026,4096,0,-771,,-0.1603125,0.64,-0.000481875
8739,1.45E-05,-636,3713,253,-1149,,-0.099375,0.58015625,-0.000718125
8740,1.45E-05,-765,3842,256,-896,,-0.11953125,0.6003125,-0.00056
8741,1.45E-05,-1023,3710,256,-254,,-0.15984375,0.5796875,-0.00015875
8742,1.45E-05,-1024,3584,1,-260,,-0.16,0.56,-0.0001625
8743,1.45E-05,-896,3585,255,-771,,-0.14,0.56015625,-0.000481875
8744,1.45E-05,-1026,3326,0,-1022,,-0.1603125,0.5196875,-0.00063875
8745,1.45E-05,-513,3194,382,-261,,-0.08015625,0.4990625,-0.000163125
8746,1.45E-05,-1024,4094,385,-127,,-0.16,0.6396875,-0.000079375
8747,1.45E-05,-1023,3711,128,-129,,-0.15984375,0.57984375,-0.000080625
8748,1.45E-05,-1023,3969,512,-515,,-0.15984375,0.62015625,-0.000321875
8749,1.45E-05,-896,3710,-3,-895,,-0.14,0.5796875,-0.000559375
8750,1.45E-05,-892,3711,-256,-509,,-0.139375,0.57984375,-0.000318125
8751,1.45E-05,-512,3584,0,-383,,-0.08,0.56,-0.000239375
8752,1.45E-05,-1024,3582,0,-258,,-0.16,0.5596875,-0.00016125
